1	1	49.63254654	0	14	0
1	1	45.88418232	0	13	0
1	1	42.833250655338	0	12	0
1	1	38.823929858844	0	10	0
1	1	38.638885367646	0	11	0
1	1	39.45385780566	0	11	0
1	1	38.261395084434	0	11	0
1	1	37.052051926494	0	10	0
1	1	32.877649911462	0	8	0
1	1	21	0	6	0
1	1	33.616974312762	0	8	0
1	1	39.923654995272	0	10	0
1	1	43.86154320042	0	11	0
1	1	46.384949458206	0	11	0
1	1	46.064385574542	0	11	0
1	1	44.759749305768	0	11	0
1	1	46.2	0	15	0
1	1	58.284562656552	0	16	0
1	1	61.247892877668	0	19	0
1	1	60.892463191572	0	19	0
1	1	57.5411403348	0	19	0
1	1	54.81483216372	0	16	0
1	1	55.359899030844	0	16	0
1	1	54.195552797358	0	15	0
1	1	53.636117850396	0	15	0
1	1	49.086988526388	0	14	0
