14	49.0869885263880	0	0
12	42.8332506553380	0	0
10	38.8239298588440	0	0
11	38.6388853676460	0	0
11	39.4538578056600	0	0
11	38.2613950844340	0	0
10	37.0520519264940	0	0
8	32.8776499114620	0	0
6	21	0	0
8	33.6169743127620	0	0
10	39.9236549952720	0	0
11	43.8615432004200	0	0
11	46.3849494582060	0	0
11	46.0643855745420	0	0
11	44.7597493057680	0	0
15	46.2000000000000	0	0
16	58.2845626565520	0	0
19	61.2478928776680	0	0
19	60.8924631915720	0	0
19	57.5411403348000	0	0
16	54.8148321637200	0	0
16	55.3598990308440	0	0
15	54.1955527973580	0	0
15	53.6361178503960	0	0
14	49.0869885263880	0	0
