1	0.0685714285714286	0.0457142857142857
1	0.0900000000000002	0.0600000000000001
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0.0600000000000001	0.0400000000000001
1	0.0490909090909088	0.0327272727272725
1	0.0545454545454546	0.0363636363636364
1	0.0490909090909090	0.0327272727272727
1	0.0545454545454546	0.0363636363636364
1	0.0600000000000000	0.0400000000000000
1	0.0750000000000000	0.0500000000000000
1	0.0631578947368421	0.0421052631578947
1	0.00315789473684224	0.00210526315789483
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
