6	0.471428571428571	0.314285714285714
5	0.450000000000000	0.300000000000000
5	0.540000000000000	0.360000000000000
5	0.540000000000000	0.360000000000000
5	0.540000000000000	0.360000000000000
5	0.540000000000000	0.360000000000000
5	0.540000000000000	0.360000000000000
4	0.540000000000001	0.360000000000000
3	0.540000000000000	0.360000000000000
4	0.525000000000000	0.350000000000000
5	0.480000000000000	0.320000000000000
5	0.490909090909091	0.327272727272727
6	0.485454545454545	0.323636363636364
6	0.490909090909091	0.327272727272727
5	0.485454545454546	0.323636363636364
6	0.480000000000000	0.320000000000000
7	0.465000000000000	0.310000000000000
8	0.476842105263158	0.317894736842105
9	0.536842105263158	0.357894736842105
9	0.536842105263159	0.357894736842106
8	0.540000000000000	0.360000000000000
8	0.540000000000000	0.360000000000000
7	0.540000000000000	0.360000000000000
7	0.540000000000000	0.360000000000000
7	0.540000000000000	0.360000000000000
