0.389500	96
0.390600	6
0.390200	1
0.389500	2
0.390600	22
0.389500	19
0.355300	3
0.365900	2
0.352500	2
0.362600	2
0.363200	2
0.365200	1
0.359400	2
0.375600	2
0.361900	2
0.373200	2
0.370900	1
0.371700	2
0.374000	4
0.371700	1
0.381500	2
0.373200	2
0.378900	7
0.379700	4
0.378900	2
0.376400	1
0.377200	4
0.378000	2
0.380600	1
0.382300	2
0.389500	24
0.377200	1
0.347700	2
0.376400	4
0.378000	2
0.389500	68
0.386700	1
0.389500	9
0.381500	2
0.366400	2
0.368700	4
0.368000	2
0.367300	1
0.363200	2
0.347400	6
0.389500	34
0.371100	2
0.358900	2
0.371300	2
0.371800	3
0.370800	2
0.389500	122
0.399500	5
0.400600	2
0.398400	2
0.395100	2
0.397200	2
0.395100	1
0.401600	100
0.373300	2
0.393100	1
0.401600	2
0.396300	6
0.399700	3
0.398600	2
0.399700	2
0.398600	1
0.397400	2
0.392000	5
0.395300	2
0.400000	3
0.394200	2
0.401600	26
0.449400	3
0.411400	4
0.466300	3
0.458700	2
0.457100	4
0.546200	2
0.473500	1
0.547700	2
0.587200	2
0.655800	4
0.572900	2
0.559700	1
0.585100	4
0.612300	3
0.589300	2
0.596600	2
0.585800	2
0.596600	4
0.608200	1
0.507700	4
0.465500	4
0.467300	3
0.441100	2
0.447000	2
0.445500	2
0.442500	4
0.444000	1
0.442500	4
0.438200	7
0.401600	13
0.436200	4
0.430600	1
0.436200	2
0.439700	2
0.431700	4
0.437400	1
0.433900	6
0.438500	2
0.436200	1
0.439700	2
0.440900	2
0.436200	2
0.435100	2
0.437400	1
0.438500	2
0.439700	2
0.445900	2
0.437400	1
0.439700	2
0.436200	2
0.431700	2
0.428400	2
0.433900	3
0.461100	2
0.493500	2
0.432800	2
0.456700	1
0.453900	2
0.459600	4
0.456700	2
0.452500	3
0.448500	2
0.452500	2
0.462500	3
0.467100	2
0.456700	2
0.451200	2
0.453900	2
0.451200	8
0.448500	2
0.452500	2
0.401600	2
0.405300	2
0.406900	3
0.405300	2
0.404500	2
0.402900	2
0.401600	10
0.432200	4
0.436100	3
0.435100	4
0.433100	2
0.432200	2
0.436100	3
0.434100	2
0.430300	2
0.428400	2
0.432200	3
0.436100	2
0.437100	2
0.434100	3
0.480100	4
0.437100	2
0.401600	42
0.358200	2
0.316600	2
0.358100	2
0.357600	3
0.329100	2
0.332700	2
0.337100	3
0.334300	2
0.335100	4
0.333900	1
0.333500	2
0.333100	2
0.335900	2
0.336700	3
0.333500	2
0.333100	2
0.333500	2
0.336800	3
0.332900	2
0.333700	3
0.334800	2
0.337200	2
0.336000	2
0.339800	2
0.343800	1
0.341100	2
0.342400	2
0.339800	2
0.340200	2
0.339300	1
0.339800	2
0.338900	2
0.340200	2
0.341100	1
0.342800	4
0.344200	1
0.342400	2
0.341100	4
0.340200	1
0.341500	2
0.342400	2
0.343300	2
0.342800	1
0.275200	4
0.277200	1
0.277100	2
0.276000	2
0.278400	2
0.277300	1
0.278200	2
0.279200	2
0.280800	2
0.280500	1
0.281600	2
0.280200	4
0.280500	1
0.279200	2
0.278900	2
0.279300	7
0.278900	1
0.279000	2
0.279300	4
0.279400	1
0.279800	2
0.280500	2
0.280000	1
0.280200	2
0.280000	2
0.280100	2
0.280400	1
0.281400	2
0.281900	2
0.281100	2
0.281600	3
0.282200	2
0.281900	2
0.282200	1
0.282400	2
0.281900	2
0.281700	2
0.282500	3
0.283400	2
0.283000	2
0.283700	3
0.283600	2
0.282700	1
0.287400	4
0.286700	3
0.285500	2
0.285300	2
0.285900	2
0.286700	1
0.326900	4
0.286100	2
0.283700	1
0.285900	2
0.286500	4
0.287200	1
0.294200	4
0.293600	2
0.293100	5
0.294500	1
0.293600	4
0.294500	2
0.294700	3
0.295900	2
0.300700	2
0.298500	1
0.297900	2
0.296200	5
0.296900	2
0.296600	2
0.296900	2
0.296200	3
0.297200	4
0.296200	1
0.295300	2
0.295000	2
0.293900	2
0.294500	1
0.295600	2
0.295300	2
0.296200	2
0.295300	1
0.294700	2
0.295000	2
0.289700	2
0.288800	3
0.289200	4
0.290300	1
0.289400	2
0.289900	2
0.290100	2
0.289400	1
0.290100	2
0.290300	2
0.289700	2
0.288200	3
0.289900	2
0.288000	2
0.288600	1
0.289900	2
0.289400	2
0.291300	2
0.291000	1
0.291300	2
0.292500	2
0.293300	1
0.292500	2
0.293900	2
0.340000	49
0.338100	2
0.339200	2
0.340000	10
0.338800	2
0.340000	4
0.328500	4
0.329500	2
0.331000	1
0.332600	2
0.331000	4
0.332000	4
0.332600	1
0.332000	4
0.330000	4
0.327100	2
0.328000	3
0.326600	2
0.327100	4
0.325300	1
0.326200	2
0.329500	4
0.329000	1
0.333700	2
0.337700	3
0.338700	4
0.338100	2
0.338700	1
0.340000	2
0.339900	4
0.338100	1
0.337500	2
0.335800	4
0.337000	1
0.339900	2
0.340000	4
0.338300	1
0.337700	4
0.335900	2
0.333700	3
0.333100	2
0.334800	1
0.335900	2
0.333700	2
0.335300	2
0.338300	3
0.337700	2
0.337100	1
0.330000	2
0.327100	4
0.325700	1
0.324900	2
0.327600	4
0.327100	1
0.329000	2
0.330500	2
0.334200	2
0.333700	1
0.330500	2
0.329500	2
0.327100	5
0.329000	2
0.316700	2
0.317400	1
0.319600	4
0.329200	3
0.340000	4
0.339300	3
