0.403700	7
0.440000	2
0.288100	11
0.185900	9
0.198000	5
0.212500	4
0.198000	3
0.175700	2
0.185900	2
0.198000	2
0.175700	2
0.185900	2
0.198000	9
0.212500	1
0.198000	2
0.185900	31
0.198000	15
0.185900	2
0.198000	2
0.212500	8
0.198000	2
0.185900	4
0.198000	15
0.185900	5
0.198000	11
0.185900	5
0.212500	4
0.230100	2
0.212500	1
0.230100	6
0.316100	3
0.279700	2
0.251900	2
0.279700	2
0.137000	5
0.132900	2
0.137000	3
0.121600	2
0.118600	2
0.121600	5
0.132900	8
0.122700	1
0.119900	2
0.111000	2
0.113300	4
0.106900	8
0.105100	2
0.106900	2
0.108800	3
0.111000	6
0.108800	7
0.106900	9
0.100400	11
0.101900	1
0.099100	2
0.097800	4
0.093500	2
0.092600	5
0.095500	6
0.096600	1
0.097800	9
0.096600	2
0.095500	2
0.096600	15
0.097800	5
0.099100	7
0.115800	13
0.113300	26
0.097800	3
0.099100	17
0.097800	9
0.096600	2
0.094500	1
0.099100	13
0.098900	8
0.097800	2
0.096800	3
0.097800	11
0.096800	23
0.097800	20
0.103200	4
0.107300	5
0.103200	2
0.102000	4
0.103200	9
0.104500	3
0.103200	6
0.099700	14
0.098700	1
0.099700	4
0.100800	2
0.098700	5
0.099700	2
0.098700	4
0.096800	1
0.088700	14
0.088000	4
0.088700	2
0.093200	5
0.096800	2
0.093200	3
0.095800	4
0.096800	5
0.098900	4
0.099700	5
0.096800	6
0.095800	1
0.101900	5
0.103400	16
0.105100	2
0.103400	11
0.101900	2
0.103400	10
0.110800	13
0.108900	29
0.110800	13
0.108900	2
0.107200	5
0.108900	11
0.107200	9
0.108900	4
0.107200	3
0.108900	6
0.110800	13
0.108900	7
0.107200	3
0.108900	4
0.110800	9
0.107200	16
0.108900	2
0.107200	3
0.108900	4
0.107200	5
0.101300	22
0.102600	3
0.104100	13
0.102600	5
0.104100	15
0.102600	3
0.105600	7
0.102600	6
0.100100	7
0.101300	7
0.100100	4
0.094900	3
0.095800	2
0.094900	11
0.094000	17
0.093200	2
0.094000	4
0.094900	10
0.095800	4
0.094900	5
0.094000	6
0.095800	3
0.103500	7
0.107300	16
0.108700	15
0.107300	3
0.108700	2
0.110200	2
0.111800	3
0.110200	3
0.108700	2
0.110200	2
0.108700	3
0.110200	7
0.098900	7
0.097800	2
0.096800	19
0.097800	9
0.098900	5
0.097800	7
0.098900	3
0.105600	5
0.102600	13
0.101300	5
0.102600	7
0.105600	5
0.102600	7
0.101300	2
0.100100	1
0.102600	16
0.095500	4
