3	0.227142857142857	0.151428571428571
2	0.170000000000000	0.113333333333334
2	0.180000000000000	0.120000000000000
2	0.218181818181818	0.145454545454546
2	0.218181818181818	0.145454545454545
2	0.218181818181818	0.145454545454545
2	0.240000000000000	0.160000000000000
2	0.225000000000000	0.150000000000000
2	0.400000000000000	0.266666666666667
3	0.270000000000000	0.180000000000000
3	0.270000000000000	0.180000000000000
3	0.262213291759631	0.174808861173087
3	0.278957320042704	0.185971546695136
4	0.297063956084526	0.198042637389684
4	0.327272727272727	0.218181818181818
4	0.320000000000000	0.213333333333333
4	0.300000000000000	0.200000000000000
5	0.284210526315790	0.189473684210526
5	0.315789473684211	0.210526315789474
5	0.252631578947368	0.168421052631579
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
